,sid,gcm,decadal_group,direction_class,speed_range,count,frequency
38,PASW,CM3,1,7,10-14,99,0.04
39,PASW,CM3,1,7,14-18,0,0.0
40,PASW,CM3,1,7,18-22,0,0.0
41,PASW,CM3,1,7,22+,0,0.0
42,PASW,CM3,1,8,0-6,3025,1.15
43,PASW,CM3,1,8,6-10,1760,0.67
44,PASW,CM3,1,8,10-14,98,0.04
45,PASW,CM3,1,8,14-18,1,0.0
46,PASW,CM3,1,8,18-22,0,0.0
47,PASW,CM3,1,8,22+,0,0.0
48,PASW,CM3,1,9,0-6,2898,1.1
49,PASW,CM3,1,9,6-10,1658,0.63
50,PASW,CM3,1,9,10-14,131,0.05
51,PASW,CM3,1,9,14-18,0,0.0
52,PASW,CM3,1,9,18-22,0,0.0
53,PASW,CM3,1,9,22+,0,0.0
54,PASW,CM3,1,10,0-6,3060,1.16
55,PASW,CM3,1,10,6-10,1867,0.71
56,PASW,CM3,1,10,10-14,147,0.06
57,PASW,CM3,1,10,14-18,3,0.0
58,PASW,CM3,1,10,18-22,0,0.0
59,PASW,CM3,1,10,22+,0,0.0
60,PASW,CM3,1,11,0-6,3281,1.25
61,PASW,CM3,1,11,6-10,2249,0.86
62,PASW,CM3,1,11,10-14,294,0.11
63,PASW,CM3,1,11,14-18,6,0.0
64,PASW,CM3,1,11,18-22,0,0.0
65,PASW,CM3,1,11,22+,0,0.0
66,PASW,CM3,1,12,0-6,3710,1.41
67,PASW,CM3,1,12,6-10,2494,0.95
68,PASW,CM3,1,12,10-14,501,0.19
69,PASW,CM3,1,12,14-18,59,0.02
70,PASW,CM3,1,12,18-22,3,0.0
71,PASW,CM3,1,12,22+,1,0.0
72,PASW,CM3,1,13,0-6,4049,1.54
73,PASW,CM3,1,13,6-10,3361,1.28
74,PASW,CM3,1,13,10-14,690,0.26
75,PASW,CM3,1,13,14-18,126,0.05
76,PASW,CM3,1,13,18-22,10,0.0
77,PASW,CM3,1,13,22+,5,0.0
78,PASW,CM3,1,14,0-6,4074,1.55
79,PASW,CM3,1,14,6-10,4647,1.77
80,PASW,CM3,1,14,10-14,1013,0.39
81,PASW,CM3,1,14,14-18,150,0.06
82,PASW,CM3,1,14,18-22,29,0.01
83,PASW,CM3,1,14,22+,16,0.01
84,PASW,CM3,1,15,0-6,3489,1.33
85,PASW,CM3,1,15,6-10,5269,2.0
86,PASW,CM3,1,15,10-14,1102,0.42
87,PASW,CM3,1,15,14-18,133,0.05
88,PASW,CM3,1,15,18-22,21,0.01
89,PASW,CM3,1,15,22+,15,0.01
90,PASW,CM3,1,16,0-6,2562,0.97
91,PASW,CM3,1,16,6-10,4673,1.78
92,PASW,CM3,1,16,10-14,1332,0.51
93,PASW,CM3,1,16,14-18,227,0.09
94,PASW,CM3,1,16,18-22,14,0.01
95,PASW,CM3,1,16,22+,12,0.0
96,PASW,CM3,1,17,0-6,1571,0.6
97,PASW,CM3,1,17,6-10,2676,1.02
98,PASW,CM3,1,17,10-14,1453,0.55
99,PASW,CM3,1,17,14-18,230,0.09
100,PASW,CM3,1,17,18-22,19,0.01
101,PASW,CM3,1,17,22+,12,0.0
102,PASW,CM3,1,18,0-6,1116,0.42
103,PASW,CM3,1,18,6-10,1245,0.47
104,PASW,CM3,1,18,10-14,712,0.27
105,PASW,CM3,1,18,14-18,113,0.04
106,PASW,CM3,1,18,18-22,15,0.01
107,PASW,CM3,1,18,22+,15,0.01
108,PASW,CM3,1,19,0-6,827,0.31
109,PASW,CM3,1,19,6-10,643,0.24
110,PASW,CM3,1,19,10-14,192,0.07
111,PASW,CM3,1,19,14-18,17,0.01
112,PASW,CM3,1,19,18-22,2,0.0
113,PASW,CM3,1,19,22+,0,0.0
114,PASW,CM3,1,20,0-6,701,0.27
115,PASW,CM3,1,20,6-10,305,0.12
116,PASW,CM3,1,20,10-14,19,0.01
117,PASW,CM3,1,20,14-18,1,0.0
118,PASW,CM3,1,20,18-22,0,0.0
119,PASW,CM3,1,20,22+,0,0.0
120,PASW,CM3,1,21,0-6,548,0.21
121,PASW,CM3,1,21,6-10,159,0.06
122,PASW,CM3,1,21,10-14,3,0.0
123,PASW,CM3,1,21,14-18,0,0.0
124,PASW,CM3,1,21,18-22,0,0.0
125,PASW,CM3,1,21,22+,0,0.0
126,PASW,CM3,1,22,0-6,556,0.21
127,PASW,CM3,1,22,6-10,112,0.04
128,PASW,CM3,1,22,10-14,1,0.0
129,PASW,CM3,1,22,14-18,0,0.0
130,PASW,CM3,1,22,18-22,0,0.0
131,PASW,CM3,1,22,22+,0,0.0
132,PASW,CM3,1,23,0-6,506,0.19
133,PASW,CM3,1,23,6-10,94,0.04
134,PASW,CM3,1,23,10-14,0,0.0
135,PASW,CM3,1,23,14-18,0,0.0
136,PASW,CM3,1,23,18-22,0,0.0
137,PASW,CM3,1,23,22+,0,0.0
138,PASW,CM3,1,24,0-6,566,0.22
139,PASW,CM3,1,24,6-10,90,0.03
140,PASW,CM3,1,24,10-14,1,0.0
141,PASW,CM3,1,24,14-18,0,0.0
142,PASW,CM3,1,24,18-22,0,0.0
143,PASW,CM3,1,24,22+,0,0.0
144,PASW,CM3,1,25,0-6,645,0.25
145,PASW,CM3,1,25,6-10,136,0.05
146,PASW,CM3,1,25,10-14,6,0.0
147,PASW,CM3,1,25,14-18,0,0.0
148,PASW,CM3,1,25,18-22,0,0.0
149,PASW,CM3,1,25,22+,0,0.0
150,PASW,CM3,1,26,0-6,840,0.32
151,PASW,CM3,1,26,6-10,244,0.09
152,PASW,CM3,1,26,10-14,8,0.0
153,PASW,CM3,1,26,14-18,0,0.0
154,PASW,CM3,1,26,18-22,0,0.0
155,PASW,CM3,1,26,22+,0,0.0
156,PASW,CM3,1,27,0-6,1261,0.48
157,PASW,CM3,1,27,6-10,546,0.21
158,PASW,CM3,1,27,10-14,79,0.03
159,PASW,CM3,1,27,14-18,10,0.0
160,PASW,CM3,1,27,18-22,0,0.0
161,PASW,CM3,1,27,22+,0,0.0
162,PASW,CM3,1,28,0-6,1946,0.74
163,PASW,CM3,1,28,6-10,1468,0.56
164,PASW,CM3,1,28,10-14,496,0.19
165,PASW,CM3,1,28,14-18,96,0.04
166,PASW,CM3,1,28,18-22,7,0.0
167,PASW,CM3,1,28,22+,3,0.0
168,PASW,CM3,1,29,0-6,3495,1.33
169,PASW,CM3,1,29,6-10,3206,1.22
170,PASW,CM3,1,29,10-14,1854,0.71
171,PASW,CM3,1,29,14-18,386,0.15
172,PASW,CM3,1,29,18-22,70,0.03
173,PASW,CM3,1,29,22+,32,0.01
174,PASW,CM3,1,30,0-6,6156,2.34
175,PASW,CM3,1,30,6-10,5407,2.06
176,PASW,CM3,1,30,10-14,2056,0.78
177,PASW,CM3,1,30,14-18,478,0.18
178,PASW,CM3,1,30,18-22,138,0.05
179,PASW,CM3,1,30,22+,82,0.03
180,PASW,CM3,1,31,0-6,9084,3.46
181,PASW,CM3,1,31,6-10,7081,2.69
182,PASW,CM3,1,31,10-14,679,0.26
183,PASW,CM3,1,31,14-18,134,0.05
184,PASW,CM3,1,31,18-22,28,0.01
185,PASW,CM3,1,31,22+,7,0.0
186,PASW,CM3,1,32,0-6,9008,3.43
187,PASW,CM3,1,32,6-10,7153,2.72
188,PASW,CM3,1,32,10-14,362,0.14
189,PASW,CM3,1,32,14-18,11,0.0
190,PASW,CM3,1,32,18-22,0,0.0
191,PASW,CM3,1,32,22+,0,0.0
192,PASW,CM3,1,33,0-6,6357,2.42
193,PASW,CM3,1,33,6-10,5113,1.95
194,PASW,CM3,1,33,10-14,282,0.11
195,PASW,CM3,1,33,14-18,0,0.0
196,PASW,CM3,1,33,18-22,0,0.0
197,PASW,CM3,1,33,22+,0,0.0
198,PASW,CM3,1,34,0-6,4126,1.57
199,PASW,CM3,1,34,6-10,3775,1.44
200,PASW,CM3,1,34,10-14,415,0.16
201,PASW,CM3,1,34,14-18,1,0.0
202,PASW,CM3,1,34,18-22,0,0.0
203,PASW,CM3,1,34,22+,0,0.0
204,PASW,CM3,1,35,0-6,2832,1.08
205,PASW,CM3,1,35,6-10,3163,1.2
206,PASW,CM3,1,35,10-14,608,0.23
207,PASW,CM3,1,35,14-18,5,0.0
208,PASW,CM3,1,35,18-22,0,0.0
209,PASW,CM3,1,35,22+,0,0.0
210,PASW,CM3,1,0,0-6,2130,0.81
211,PASW,CM3,1,0,6-10,2447,0.93
212,PASW,CM3,1,0,10-14,974,0.37
213,PASW,CM3,1,0,14-18,57,0.02
214,PASW,CM3,1,0,18-22,0,0.0
215,PASW,CM3,1,0,22+,0,0.0
0,PASW,CM3,2,1,0-6,1915,0.73
1,PASW,CM3,2,1,6-10,2549,0.97
2,PASW,CM3,2,1,10-14,1447,0.55
3,PASW,CM3,2,1,14-18,195,0.07
4,PASW,CM3,2,1,18-22,23,0.01
5,PASW,CM3,2,1,22+,1,0.0
6,PASW,CM3,2,2,0-6,1588,0.6
7,PASW,CM3,2,2,6-10,1700,0.65
8,PASW,CM3,2,2,10-14,1621,0.62
9,PASW,CM3,2,2,14-18,436,0.17
10,PASW,CM3,2,2,18-22,45,0.02
11,PASW,CM3,2,2,22+,4,0.0
12,PASW,CM3,2,3,0-6,1620,0.62
13,PASW,CM3,2,3,6-10,1371,0.52
14,PASW,CM3,2,3,10-14,1032,0.39
15,PASW,CM3,2,3,14-18,439,0.17
16,PASW,CM3,2,3,18-22,58,0.02
17,PASW,CM3,2,3,22+,57,0.02
18,PASW,CM3,2,4,0-6,1823,0.69
19,PASW,CM3,2,4,6-10,1570,0.6
20,PASW,CM3,2,4,10-14,608,0.23
21,PASW,CM3,2,4,14-18,60,0.02
22,PASW,CM3,2,4,18-22,7,0.0
23,PASW,CM3,2,4,22+,1,0.0
24,PASW,CM3,2,5,0-6,2147,0.82
25,PASW,CM3,2,5,6-10,2087,0.79
26,PASW,CM3,2,5,10-14,383,0.15
27,PASW,CM3,2,5,14-18,15,0.01
28,PASW,CM3,2,5,18-22,2,0.0
29,PASW,CM3,2,5,22+,0,0.0
30,PASW,CM3,2,6,0-6,2485,0.95
31,PASW,CM3,2,6,6-10,2125,0.81
32,PASW,CM3,2,6,10-14,194,0.07
33,PASW,CM3,2,6,14-18,2,0.0
34,PASW,CM3,2,6,18-22,0,0.0
35,PASW,CM3,2,6,22+,0,0.0
36,PASW,CM3,2,7,0-6,2435,0.93
37,PASW,CM3,2,7,6-10,1772,0.67
38,PASW,CM3,2,7,10-14,116,0.04
39,PASW,CM3,2,7,14-18,5,0.0
40,PASW,CM3,2,7,18-22,1,0.0
41,PASW,CM3,2,7,22+,0,0.0
42,PASW,CM3,2,8,0-6,2560,0.97
43,PASW,CM3,2,8,6-10,1617,0.62
44,PASW,CM3,2,8,10-14,89,0.03
45,PASW,CM3,2,8,14-18,1,0.0
46,PASW,CM3,2,8,18-22,0,0.0
47,PASW,CM3,2,8,22+,0,0.0
48,PASW,CM3,2,9,0-6,2501,0.95
49,PASW,CM3,2,9,6-10,1634,0.62
50,PASW,CM3,2,9,10-14,130,0.05
51,PASW,CM3,2,9,14-18,2,0.0
52,PASW,CM3,2,9,18-22,0,0.0
53,PASW,CM3,2,9,22+,0,0.0
54,PASW,CM3,2,10,0-6,2633,1.0
55,PASW,CM3,2,10,6-10,1689,0.64
56,PASW,CM3,2,10,10-14,222,0.08
57,PASW,CM3,2,10,14-18,6,0.0
58,PASW,CM3,2,10,18-22,1,0.0
59,PASW,CM3,2,10,22+,0,0.0
60,PASW,CM3,2,11,0-6,3233,1.23
61,PASW,CM3,2,11,6-10,1970,0.75
62,PASW,CM3,2,11,10-14,321,0.12
63,PASW,CM3,2,11,14-18,13,0.0
64,PASW,CM3,2,11,18-22,4,0.0
65,PASW,CM3,2,11,22+,1,0.0
66,PASW,CM3,2,12,0-6,3949,1.5
67,PASW,CM3,2,12,6-10,2469,0.94
68,PASW,CM3,2,12,10-14,599,0.23
69,PASW,CM3,2,12,14-18,69,0.03
70,PASW,CM3,2,12,18-22,15,0.01
71,PASW,CM3,2,12,22+,6,0.0
72,PASW,CM3,2,13,0-6,4640,1.77
73,PASW,CM3,2,13,6-10,3581,1.36
74,PASW,CM3,2,13,10-14,928,0.35
75,PASW,CM3,2,13,14-18,197,0.07
76,PASW,CM3,2,13,18-22,35,0.01
77,PASW,CM3,2,13,22+,40,0.02
78,PASW,CM3,2,14,0-6,5177,1.97
79,PASW,CM3,2,14,6-10,5138,1.96
80,PASW,CM3,2,14,10-14,1354,0.52
81,PASW,CM3,2,14,14-18,362,0.14
82,PASW,CM3,2,14,18-22,66,0.03
83,PASW,CM3,2,14,22+,62,0.02
84,PASW,CM3,2,15,0-6,4806,1.83
85,PASW,CM3,2,15,6-10,7022,2.67
86,PASW,CM3,2,15,10-14,1521,0.58
87,PASW,CM3,2,15,14-18,319,0.12
88,PASW,CM3,2,15,18-22,44,0.02
89,PASW,CM3,2,15,22+,62,0.02
90,PASW,CM3,2,16,0-6,3551,1.35
91,PASW,CM3,2,16,6-10,6333,2.41
92,PASW,CM3,2,16,10-14,1810,0.69
93,PASW,CM3,2,16,14-18,297,0.11
94,PASW,CM3,2,16,18-22,49,0.02
95,PASW,CM3,2,16,22+,34,0.01
96,PASW,CM3,2,17,0-6,2245,0.85
97,PASW,CM3,2,17,6-10,3777,1.44
98,PASW,CM3,2,17,10-14,1750,0.67
99,PASW,CM3,2,17,14-18,351,0.13
100,PASW,CM3,2,17,18-22,47,0.02
101,PASW,CM3,2,17,22+,72,0.03
102,PASW,CM3,2,18,0-6,1434,0.55
103,PASW,CM3,2,18,6-10,1826,0.69
104,PASW,CM3,2,18,10-14,1014,0.39
105,PASW,CM3,2,18,14-18,266,0.1
106,PASW,CM3,2,18,18-22,50,0.02
107,PASW,CM3,2,18,22+,73,0.03
108,PASW,CM3,2,19,0-6,1088,0.41
109,PASW,CM3,2,19,6-10,947,0.36
110,PASW,CM3,2,19,10-14,320,0.12
111,PASW,CM3,2,19,14-18,79,0.03
112,PASW,CM3,2,19,18-22,14,0.01
113,PASW,CM3,2,19,22+,8,0.0
114,PASW,CM3,2,20,0-6,829,0.32
115,PASW,CM3,2,20,6-10,511,0.19
116,PASW,CM3,2,20,10-14,65,0.02
117,PASW,CM3,2,20,14-18,6,0.0
118,PASW,CM3,2,20,18-22,1,0.0
119,PASW,CM3,2,20,22+,0,0.0
120,PASW,CM3,2,21,0-6,804,0.31
121,PASW,CM3,2,21,6-10,292,0.11
122,PASW,CM3,2,21,10-14,12,0.0
123,PASW,CM3,2,21,14-18,0,0.0
124,PASW,CM3,2,21,18-22,0,0.0
125,PASW,CM3,2,21,22+,0,0.0
126,PASW,CM3,2,22,0-6,755,0.29
127,PASW,CM3,2,22,6-10,208,0.08
128,PASW,CM3,2,22,10-14,5,0.0
129,PASW,CM3,2,22,14-18,0,0.0
130,PASW,CM3,2,22,18-22,0,0.0
131,PASW,CM3,2,22,22+,0,0.0
132,PASW,CM3,2,23,0-6,784,0.3
133,PASW,CM3,2,23,6-10,129,0.05
134,PASW,CM3,2,23,10-14,4,0.0
135,PASW,CM3,2,23,14-18,0,0.0
136,PASW,CM3,2,23,18-22,0,0.0
137,PASW,CM3,2,23,22+,0,0.0
138,PASW,CM3,2,24,0-6,822,0.31
139,PASW,CM3,2,24,6-10,153,0.06
140,PASW,CM3,2,24,10-14,2,0.0
141,PASW,CM3,2,24,14-18,0,0.0
142,PASW,CM3,2,24,18-22,0,0.0
143,PASW,CM3,2,24,22+,0,0.0
144,PASW,CM3,2,25,0-6,897,0.34
145,PASW,CM3,2,25,6-10,189,0.07
146,PASW,CM3,2,25,10-14,6,0.0
147,PASW,CM3,2,25,14-18,0,0.0
148,PASW,CM3,2,25,18-22,0,0.0
149,PASW,CM3,2,25,22+,0,0.0
150,PASW,CM3,2,26,0-6,1032,0.39
151,PASW,CM3,2,26,6-10,310,0.12
152,PASW,CM3,2,26,10-14,17,0.01
153,PASW,CM3,2,26,14-18,3,0.0
154,PASW,CM3,2,26,18-22,0,0.0
155,PASW,CM3,2,26,22+,0,0.0
156,PASW,CM3,2,27,0-6,1416,0.54
157,PASW,CM3,2,27,6-10,661,0.25
158,PASW,CM3,2,27,10-14,43,0.02
159,PASW,CM3,2,27,14-18,6,0.0
160,PASW,CM3,2,27,18-22,1,0.0
161,PASW,CM3,2,27,22+,2,0.0
162,PASW,CM3,2,28,0-6,1910,0.73
163,PASW,CM3,2,28,6-10,1681,0.64
164,PASW,CM3,2,28,10-14,412,0.16
165,PASW,CM3,2,28,14-18,38,0.01
166,PASW,CM3,2,28,18-22,14,0.01
167,PASW,CM3,2,28,22+,1,0.0
168,PASW,CM3,2,29,0-6,2805,1.07
169,PASW,CM3,2,29,6-10,3618,1.38
170,PASW,CM3,2,29,10-14,1778,0.68
171,PASW,CM3,2,29,14-18,396,0.15
172,PASW,CM3,2,29,18-22,80,0.03
173,PASW,CM3,2,29,22+,50,0.02
174,PASW,CM3,2,30,0-6,4416,1.68
175,PASW,CM3,2,30,6-10,4884,1.86
176,PASW,CM3,2,30,10-14,2395,0.91
177,PASW,CM3,2,30,14-18,825,0.31
178,PASW,CM3,2,30,18-22,166,0.06
179,PASW,CM3,2,30,22+,174,0.07
180,PASW,CM3,2,31,0-6,6441,2.45
181,PASW,CM3,2,31,6-10,5509,2.1
182,PASW,CM3,2,31,10-14,874,0.33
183,PASW,CM3,2,31,14-18,195,0.07
184,PASW,CM3,2,31,18-22,27,0.01
185,PASW,CM3,2,31,22+,5,0.0
186,PASW,CM3,2,32,0-6,7095,2.7
187,PASW,CM3,2,32,6-10,5723,2.18
188,PASW,CM3,2,32,10-14,220,0.08
189,PASW,CM3,2,32,14-18,15,0.01
190,PASW,CM3,2,32,18-22,0,0.0
191,PASW,CM3,2,32,22+,0,0.0
192,PASW,CM3,2,33,0-6,5647,2.15
193,PASW,CM3,2,33,6-10,4572,1.74
194,PASW,CM3,2,33,10-14,116,0.04
195,PASW,CM3,2,33,14-18,2,0.0
196,PASW,CM3,2,33,18-22,0,0.0
197,PASW,CM3,2,33,22+,0,0.0
198,PASW,CM3,2,34,0-6,4181,1.59
199,PASW,CM3,2,34,6-10,3652,1.39
200,PASW,CM3,2,34,10-14,171,0.07
201,PASW,CM3,2,34,14-18,0,0.0
202,PASW,CM3,2,34,18-22,0,0.0
203,PASW,CM3,2,34,22+,0,0.0
204,PASW,CM3,2,35,0-6,3148,1.2
205,PASW,CM3,2,35,6-10,3179,1.21
206,PASW,CM3,2,35,10-14,440,0.17
207,PASW,CM3,2,35,14-18,8,0.0
208,PASW,CM3,2,35,18-22,0,0.0
209,PASW,CM3,2,35,22+,0,0.0
210,PASW,CM3,2,0,0-6,2383,0.91
211,PASW,CM3,2,0,6-10,2925,1.11
212,PASW,CM3,2,0,10-14,831,0.32
213,PASW,CM3,2,0,14-18,28,0.01
214,PASW,CM3,2,0,18-22,2,0.0
215,PASW,CM3,2,0,22+,0,0.0
0,PADT,ERA,0,1,0-6,1379,0.52
1,PADT,ERA,0,1,6-10,69,0.03
2,PADT,ERA,0,1,10-14,44,0.02
3,PADT,ERA,0,1,14-18,5,0.0
4,PADT,ERA,0,1,18-22,0,0.0
5,PADT,ERA,0,1,22+,0,0.0
6,PADT,ERA,0,2,0-6,2065,0.79
7,PADT,ERA,0,2,6-10,166,0.06
8,PADT,ERA,0,2,10-14,52,0.02
9,PADT,ERA,0,2,14-18,15,0.01
10,PADT,ERA,0,2,18-22,0,0.0
11,PADT,ERA,0,2,22+,0,0.0
12,PADT,ERA,0,3,0-6,3860,1.47
13,PADT,ERA,0,3,6-10,331,0.13
14,PADT,ERA,0,3,10-14,214,0.08
15,PADT,ERA,0,3,14-18,24,0.01
16,PADT,ERA,0,3,18-22,0,0.0
17,PADT,ERA,0,3,22+,2,0.0
18,PADT,ERA,0,4,0-6,8995,3.42
19,PADT,ERA,0,4,6-10,1204,0.46
20,PADT,ERA,0,4,10-14,456,0.17
21,PADT,ERA,0,4,14-18,35,0.01
22,PADT,ERA,0,4,18-22,1,0.0
23,PADT,ERA,0,4,22+,8,0.0
24,PADT,ERA,0,5,0-6,15876,6.04
25,PADT,ERA,0,5,6-10,6227,2.37
26,PADT,ERA,0,5,10-14,4556,1.73
27,PADT,ERA,0,5,14-18,292,0.11
28,PADT,ERA,0,5,18-22,15,0.01
29,PADT,ERA,0,5,22+,10,0.0
30,PADT,ERA,0,6,0-6,14795,5.63
31,PADT,ERA,0,6,6-10,10344,3.93
32,PADT,ERA,0,6,10-14,17367,6.6
33,PADT,ERA,0,6,14-18,4232,1.61
34,PADT,ERA,0,6,18-22,184,0.07
35,PADT,ERA,0,6,22+,482,0.18
36,PADT,ERA,0,7,0-6,9577,3.64
37,PADT,ERA,0,7,6-10,5727,2.18
38,PADT,ERA,0,7,10-14,6830,2.6
39,PADT,ERA,0,7,14-18,1426,0.54
40,PADT,ERA,0,7,18-22,70,0.03
41,PADT,ERA,0,7,22+,260,0.1
42,PADT,ERA,0,8,0-6,5114,1.94
43,PADT,ERA,0,8,6-10,2062,0.78
44,PADT,ERA,0,8,10-14,1445,0.55
45,PADT,ERA,0,8,14-18,130,0.05
46,PADT,ERA,0,8,18-22,4,0.0
47,PADT,ERA,0,8,22+,9,0.0
48,PADT,ERA,0,9,0-6,2972,1.13
49,PADT,ERA,0,9,6-10,825,0.31
50,PADT,ERA,0,9,10-14,440,0.17
51,PADT,ERA,0,9,14-18,27,0.01
52,PADT,ERA,0,9,18-22,0,0.0
53,PADT,ERA,0,9,22+,4,0.0
54,PADT,ERA,0,10,0-6,1604,0.61
55,PADT,ERA,0,10,6-10,262,0.1
56,PADT,ERA,0,10,10-14,89,0.03
57,PADT,ERA,0,10,14-18,1,0.0
58,PADT,ERA,0,10,18-22,0,0.0
59,PADT,ERA,0,10,22+,0,0.0
60,PADT,ERA,0,11,0-6,886,0.34
61,PADT,ERA,0,11,6-10,78,0.03
62,PADT,ERA,0,11,10-14,25,0.01
63,PADT,ERA,0,11,14-18,0,0.0
64,PADT,ERA,0,11,18-22,0,0.0
65,PADT,ERA,0,11,22+,0,0.0
66,PADT,ERA,0,12,0-6,517,0.2
67,PADT,ERA,0,12,6-10,29,0.01
68,PADT,ERA,0,12,10-14,9,0.0
69,PADT,ERA,0,12,14-18,0,0.0
70,PADT,ERA,0,12,18-22,0,0.0
71,PADT,ERA,0,12,22+,0,0.0
72,PADT,ERA,0,13,0-6,389,0.15
73,PADT,ERA,0,13,6-10,10,0.0
74,PADT,ERA,0,13,10-14,3,0.0
75,PADT,ERA,0,13,14-18,0,0.0
76,PADT,ERA,0,13,18-22,0,0.0
77,PADT,ERA,0,13,22+,0,0.0
78,PADT,ERA,0,14,0-6,269,0.1
79,PADT,ERA,0,14,6-10,9,0.0
80,PADT,ERA,0,14,10-14,5,0.0
81,PADT,ERA,0,14,14-18,1,0.0
82,PADT,ERA,0,14,18-22,0,0.0
83,PADT,ERA,0,14,22+,0,0.0
84,PADT,ERA,0,15,0-6,244,0.09
85,PADT,ERA,0,15,6-10,7,0.0
86,PADT,ERA,0,15,10-14,3,0.0
87,PADT,ERA,0,15,14-18,0,0.0
88,PADT,ERA,0,15,18-22,0,0.0
89,PADT,ERA,0,15,22+,0,0.0
90,PADT,ERA,0,16,0-6,209,0.08
91,PADT,ERA,0,16,6-10,2,0.0
92,PADT,ERA,0,16,10-14,2,0.0
93,PADT,ERA,0,16,14-18,0,0.0
94,PADT,ERA,0,16,18-22,0,0.0
95,PADT,ERA,0,16,22+,0,0.0
96,PADT,ERA,0,17,0-6,199,0.08
97,PADT,ERA,0,17,6-10,1,0.0
98,PADT,ERA,0,17,10-14,0,0.0
99,PADT,ERA,0,17,14-18,1,0.0
100,PADT,ERA,0,17,18-22,0,0.0
101,PADT,ERA,0,17,22+,0,0.0
102,PADT,ERA,0,18,0-6,219,0.08
103,PADT,ERA,0,18,6-10,2,0.0
104,PADT,ERA,0,18,10-14,1,0.0
105,PADT,ERA,0,18,14-18,0,0.0
106,PADT,ERA,0,18,18-22,0,0.0
107,PADT,ERA,0,18,22+,0,0.0
108,PADT,ERA,0,19,0-6,254,0.1
109,PADT,ERA,0,19,6-10,1,0.0
110,PADT,ERA,0,19,10-14,1,0.0
111,PADT,ERA,0,19,14-18,0,0.0
112,PADT,ERA,0,19,18-22,0,0.0
113,PADT,ERA,0,19,22+,0,0.0
114,PADT,ERA,0,20,0-6,357,0.14
115,PADT,ERA,0,20,6-10,0,0.0
116,PADT,ERA,0,20,10-14,1,0.0
117,PADT,ERA,0,20,14-18,1,0.0
118,PADT,ERA,0,20,18-22,0,0.0
119,PADT,ERA,0,20,22+,1,0.0
120,PADT,ERA,0,21,0-6,531,0.2
121,PADT,ERA,0,21,6-10,1,0.0
122,PADT,ERA,0,21,10-14,5,0.0
123,PADT,ERA,0,21,14-18,1,0.0
124,PADT,ERA,0,21,18-22,0,0.0
125,PADT,ERA,0,21,22+,2,0.0
126,PADT,ERA,0,22,0-6,761,0.29
127,PADT,ERA,0,22,6-10,21,0.01
128,PADT,ERA,0,22,10-14,6,0.0
129,PADT,ERA,0,22,14-18,7,0.0
130,PADT,ERA,0,22,18-22,1,0.0
131,PADT,ERA,0,22,22+,8,0.0
132,PADT,ERA,0,23,0-6,1355,0.52
133,PADT,ERA,0,23,6-10,60,0.02
134,PADT,ERA,0,23,10-14,79,0.03
135,PADT,ERA,0,23,14-18,45,0.02
136,PADT,ERA,0,23,18-22,4,0.0
137,PADT,ERA,0,23,22+,26,0.01
138,PADT,ERA,0,24,0-6,2736,1.04
139,PADT,ERA,0,24,6-10,411,0.16
140,PADT,ERA,0,24,10-14,609,0.23
141,PADT,ERA,0,24,14-18,277,0.11
142,PADT,ERA,0,24,18-22,8,0.0
143,PADT,ERA,0,24,22+,66,0.03
144,PADT,ERA,0,25,0-6,5198,1.98
145,PADT,ERA,0,25,6-10,2227,0.85
146,PADT,ERA,0,25,10-14,2306,0.88
147,PADT,ERA,0,25,14-18,397,0.15
148,PADT,ERA,0,25,18-22,8,0.0
149,PADT,ERA,0,25,22+,18,0.01
150,PADT,ERA,0,26,0-6,7465,2.84
151,PADT,ERA,0,26,6-10,5375,2.04
152,PADT,ERA,0,26,10-14,4778,1.82
153,PADT,ERA,0,26,14-18,321,0.12
154,PADT,ERA,0,26,18-22,8,0.0
155,PADT,ERA,0,26,22+,10,0.0
156,PADT,ERA,0,27,0-6,7663,2.91
157,PADT,ERA,0,27,6-10,5134,1.95
158,PADT,ERA,0,27,10-14,3565,1.36
159,PADT,ERA,0,27,14-18,187,0.07
160,PADT,ERA,0,27,18-22,2,0.0
161,PADT,ERA,0,27,22+,5,0.0
162,PADT,ERA,0,28,0-6,6951,2.64
163,PADT,ERA,0,28,6-10,3648,1.39
164,PADT,ERA,0,28,10-14,1853,0.7
165,PADT,ERA,0,28,14-18,46,0.02
166,PADT,ERA,0,28,18-22,1,0.0
167,PADT,ERA,0,28,22+,0,0.0
168,PADT,ERA,0,29,0-6,6789,2.58
169,PADT,ERA,0,29,6-10,2807,1.07
170,PADT,ERA,0,29,10-14,1099,0.42
171,PADT,ERA,0,29,14-18,20,0.01
172,PADT,ERA,0,29,18-22,0,0.0
173,PADT,ERA,0,29,22+,0,0.0
174,PADT,ERA,0,30,0-6,6602,2.51
175,PADT,ERA,0,30,6-10,1957,0.74
176,PADT,ERA,0,30,10-14,411,0.16
177,PADT,ERA,0,30,14-18,3,0.0
178,PADT,ERA,0,30,18-22,0,0.0
179,PADT,ERA,0,30,22+,0,0.0
180,PADT,ERA,0,31,0-6,5416,2.06
181,PADT,ERA,0,31,6-10,505,0.19
182,PADT,ERA,0,31,10-14,36,0.01
183,PADT,ERA,0,31,14-18,0,0.0
184,PADT,ERA,0,31,18-22,0,0.0
